id,usuario_id,numero_cuenta,tipo_cuenta,saldo
353,5670,ES2286933439111281668640,ahorro,"21395,48"
354,5591,ES2135476203571942991214,ahorro,"33199,97"
355,8920,ES5972745929593421563647,nómina,"63724,67"
356,12122,ES4022651910606716089400,ahorro,"43821,44"
357,6296,ES1119650518951613681823,empresa,"99487,67"
358,7450,ES4231907595547888812061,empresa,"59474,58"
359,3352,ES7721210152263420684461,empresa,"2503,67"
360,4551,ES1259964526638214618966,nómina,"81887,94"
361,9648,ES5911916163281528724364,ahorro,"22135,85"
362,8253,ES7177533094267845856508,nómina,"4832,8"
363,2423,ES2844140282608341399411,nómina,"6688,19"
364,12193,ES8450898149291682512152,ahorro,"74219,92"
365,11807,ES4303818189109971800735,ahorro,"77296,87"
366,10244,ES5176540463883309127582,ahorro,"13458,08"
367,4410,ES3492982337781244097060,nómina,"32179,28"
368,11666,ES3186784557655814677882,empresa,"50241,7"
369,6329,ES4587855237662288571771,empresa,"12159,61"
370,5064,ES6205460045759000701075,nómina,"72114,53"
371,803,ES8212170373772430509553,ahorro,"13196,86"
372,3799,ES7153742657931826907632,nómina,"40025,4"
373,522,ES3605901993369008817452,nómina,"19104,25"
374,9847,ES7103949356982329908769,empresa,"70955,4"
375,9709,ES7456433809395962969873,nómina,"27919,49"
376,11959,ES5939200096119806003893,nómina,"83507,31"
377,7145,ES6039276193592880088042,empresa,"74468,76"
378,2375,ES2201601857878372987056,nómina,"27416,47"
379,9661,ES5709760340889280260611,ahorro,"70545,3"
380,5892,ES9051895623461304296199,empresa,"98338,99"
381,9504,ES6290499026153682939597,nómina,2902
382,5274,ES6315196073662077695796,ahorro,"88112,68"
383,6643,ES6011001159580064851124,empresa,"60634,11"
384,5363,ES2986824804480567664487,ahorro,"89801,56"
385,4867,ES3764921589127320011417,ahorro,"27014,72"
386,7225,ES7764602090481700256052,ahorro,"88858,09"
387,2178,ES5534929689429620804319,nómina,"75056,55"
388,1233,ES5886289892769227954668,empresa,"71157,11"
389,683,ES4334545087902085075271,empresa,"68684,7"
390,2726,ES1579775361581838493841,ahorro,"61078,47"
391,9252,ES2782832653232232003701,empresa,"38692,19"
392,3568,ES9643409810181112365463,empresa,"11717,13"
393,2441,ES9423804509634785721646,empresa,"96961,27"
394,9882,ES8582448859724288566136,nómina,"67555,45"
395,4214,ES5222378344028324023907,nómina,"50548,16"
396,11905,ES2742475983433662021029,ahorro,"48189,02"
397,9236,ES6166136528444434285359,nómina,"776,69"
398,10231,ES8713318863113958517253,empresa,"11197,84"
399,5042,ES2035975219438140839429,empresa,"54479,6"
400,8926,ES1598581443045618915111,empresa,"10558,16"
401,853,ES1353036836116062840173,ahorro,"12015,13"
402,4326,ES2869723320261356225472,empresa,"69688,61"
403,11036,ES8457115607003385767156,empresa,"47268,52"
404,9492,ES9870195797365020453424,ahorro,"13993,41"
405,2274,ES1443104350053516558658,empresa,"10668,01"
406,333,ES6362716325389586125462,empresa,"76926,1"
407,11559,ES3412417873291187167726,nómina,"66811,14"
408,6769,ES8438547402355128858438,empresa,"79272,88"
409,1430,ES4082919739215197127141,nómina,53672
410,6232,ES7033842770391850458493,ahorro,"81270,56"
411,6106,ES4038301922200724942902,ahorro,"84858,72"
412,7962,ES8172600016586020898991,ahorro,"13610,69"
413,1401,ES4644168394555512002434,nómina,"20561,57"
414,1363,ES2776708963820285100294,empresa,"45563,88"
415,7327,ES6154576488219796873432,empresa,"86313,84"
416,10015,ES6832358633156878687855,nómina,"45644,25"
417,4795,ES3017428172821512187119,ahorro,"15217,86"
418,9045,ES4496146863543173561165,empresa,"58825,6"
419,5230,ES2157545418238820451925,nómina,"67860,97"
420,624,ES2235761718711413210865,nómina,"51998,16"
421,8102,ES1290851448183514345515,nómina,"35351,4"
422,8305,ES2568656109657657221935,empresa,"88486,03"
423,5290,ES1294148598822064517195,empresa,"84425,34"
424,5108,ES3848382411037801023607,nómina,"73420,21"
425,1036,ES6072875629164429552207,ahorro,"8799,3"
426,6116,ES1061586882415709527610,ahorro,"71257,02"
427,11609,ES6893319446129188266347,empresa,"49966,99"
428,10427,ES8511841278273315098448,nómina,"15456,76"
429,9797,ES3595617087010468423893,nómina,"27777,18"
430,1704,ES7566033064608077561534,ahorro,"82526,02"
431,5351,ES6119658264982709173718,empresa,"89994,17"
432,1848,ES3830936204964080056603,empresa,"96394,71"
433,5701,ES4620675599276570695316,empresa,"12171,49"
434,9132,ES1391152803729121852624,nómina,"4392,46"
435,9752,ES2207077446645243928000,empresa,"77669,79"
436,10559,ES6220595733118272983912,empresa,"80033,95"
437,10264,ES4692023303999546240174,ahorro,"66753,57"
438,4923,ES8870678340657194693802,ahorro,"45591,61"
439,10264,ES8453723509688782555987,nómina,"60834,29"
440,11333,ES4199740875768374794822,nómina,"26455,66"
441,5325,ES3010013405662022307561,ahorro,"61292,63"
442,6564,ES9078186169827229818662,ahorro,"26342,11"
443,6689,ES7678508109023771994242,ahorro,"88556,07"
444,5794,ES7620942059404628774093,empresa,"68475,64"
445,2446,ES3216826774072949445851,nómina,"30471,74"
446,6342,ES3033820000960660997644,ahorro,"45479,91"
447,4567,ES5082132242767978273327,empresa,"48294,24"
448,7988,ES3639730526034084004980,ahorro,"75030,2"
449,3191,ES1626911912331592451247,empresa,"2698,37"
450,8618,ES3928370533612923179429,empresa,"86422,25"
451,7588,ES8648857364223207610991,nómina,"66469,65"
452,5778,ES6521023743983694398089,nómina,"41834,95"
453,11020,ES7022563821504402038839,ahorro,"72575,53"
454,5370,ES8345356020573568309180,ahorro,"72511,34"
455,6478,ES7846958326026992917455,empresa,"61472,49"
456,4117,ES2876523453009398951914,empresa,"31363,11"
457,4321,ES1783766768505845709863,nómina,"15585,22"
458,7620,ES8197674057666924084605,ahorro,"67500,95"
459,6566,ES8724973950083708479001,empresa,"39314,96"
460,12141,ES2786450989693225941786,ahorro,"12,96"
461,10416,ES8584612479119826474868,nómina,"39391,17"
462,8845,ES5554001729343625613700,nómina,"83048,11"
463,9820,ES9831441143285263381573,nómina,"56972,94"
464,2911,ES4164862168338689802117,nómina,"49998,07"
465,2870,ES2820653859687351064038,ahorro,"53664,34"
466,6482,ES9834699488356321976532,nómina,"2047,83"
467,3224,ES5866242863636464924092,empresa,"6247,54"
468,8577,ES3901587712941714431546,empresa,"56240,38"
469,6199,ES5322703857006926711941,empresa,"92678,73"
470,12375,ES7625681709894782128829,empresa,"97610,68"
471,4027,ES5673602002466065641122,ahorro,"1449,63"
472,10113,ES1981871010784878430744,ahorro,"79260,51"
473,2963,ES8511887308119968283537,empresa,"89331,07"
474,6262,ES6100478059982660030222,empresa,"13047,1"
475,12022,ES7598265276532569453114,ahorro,"39664,62"
476,1268,ES3303187826230786853229,ahorro,"56549,6"
477,7673,ES8781057855528374864978,ahorro,"21122,81"
478,3672,ES3550872913650295442171,nómina,"46966,61"
479,11625,ES4787401579026722442794,ahorro,"97836,83"
480,4995,ES9147716281259937138967,ahorro,"63957,65"
481,5100,ES4867331909550065594301,nómina,"60482,54"
482,1710,ES2793780550917686668899,ahorro,"83844,5"
483,2799,ES7995159649369695064205,ahorro,"81191,01"
484,5274,ES2327783469730311798286,empresa,"42552,44"
485,5683,ES2918738383403039496730,empresa,"66750,64"
486,1729,ES1416718363239957416710,nómina,"59388,26"
487,5104,ES4458329376155145946529,empresa,"93565,05"
488,282,ES9300649073923978867106,empresa,"92257,08"
489,3591,ES7977920065768053257490,nómina,"51251,34"
490,7359,ES3661895260659819064469,ahorro,"96684,47"
491,3145,ES8946929022389402415883,empresa,"23473,6"
492,7838,ES5167381095102984846356,nómina,"69916,74"
493,10835,ES9616206670423300256113,empresa,"9157,52"
494,11545,ES2755815912479224721035,empresa,"99540,2"
495,6741,ES9132179269284810212333,nómina,"60994,56"
496,11289,ES8827707531579596264498,ahorro,"77573,09"
497,9212,ES8334148215872594307698,ahorro,"66601,23"
498,6597,ES1866576098096978876876,nómina,"49334,11"
499,1759,ES3588099805422863347253,ahorro,"73581,99"
500,7044,ES4072537619062148804029,empresa,"93422,45"
501,7441,ES7372865285041074671849,empresa,"37675,68"
502,6303,ES9511583396283254144122,empresa,"81335,65"
503,1436,ES1369227199250941219148,nómina,"89814,34"
504,5766,ES4784095509464574464887,nómina,"19951,46"
505,9514,ES5994325314810555565045,empresa,"9085,77"
506,6644,ES1427750093424262986991,ahorro,"71807,52"
507,7877,ES8358051035879462483916,empresa,"6998,25"
508,2011,ES8069103690207690543927,nómina,41463
509,10591,ES4982805355119732871433,nómina,"29379,13"
510,287,ES8749811138211407813871,nómina,"41089,76"
511,10573,ES5610141322491024684159,ahorro,"2968,66"
512,8512,ES7205175785828178463763,empresa,"85044,11"
513,9873,ES5941639737461447706893,nómina,"44477,01"
